Time,MTìfèoà≥óÕ,LTìfèoà≥óÕ,MTìfèoâ∑ìx,â∑êÖéÊèoâ∑ìx,â∑êÖó¨ó 
2023-02-27 07:02:00,   4.03,   2.07,   8.8,   7.9,  -2.4
2023-02-27 07:03:00,   4.08,   2.24,   8.6,   7.5,  -2.3
2023-02-27 07:04:00,   4.78,   2.49,  28.6,   7.2,  -2.4
2023-02-27 07:05:00,   4.76,   2.42,  46.3,  13.5,  -2.4
2023-02-27 07:06:00,   4.95,   2.43,  55.8,  26.3,  -2.4
2023-02-27 07:07:00,   5.10,   2.39,  62.3,  32.2,  -2.4
2023-02-27 07:08:00,   5.19,   2.27,  65.2,  35.7,  -2.4
2023-02-27 07:09:00,   5.25,   2.37,  68.2,  36.0,  -2.4
2023-02-27 07:10:00,   5.41,   2.28,  72.4,  36.6,  -1.8
2023-02-27 07:11:00,   5.70,   2.36,  75.2,  52.6,  -2.4
2023-02-27 07:12:00,   5.75,   2.41,  77.9,  58.1,  -2.4
2023-02-27 07:13:00,   6.03,   2.46,  79.8,  58.7,  -2.4
2023-02-27 07:14:00,   6.18,   2.46,  79.6,  59.1,  -2.4
2023-02-27 07:15:00,   6.20,   2.34,  82.6,  59.4,  -2.4
2023-02-27 07:16:00,   6.18,   2.28,  83.7,  59.5,  -2.4
2023-02-27 07:17:00,   6.20,   2.25,  88.6,  60.8,  -2.4
2023-02-27 07:18:00,   6.26,   2.26,  90.7,  62.4,  -2.4
2023-02-27 07:19:00,   6.15,   2.25,  91.7,  64.7,  -2.4
2023-02-27 07:20:00,   5.90,   2.23,  92.2,  67.5,  -2.4
2023-02-27 07:21:00,   5.75,   2.17,  92.0,  69.1,  -2.4
2023-02-27 07:22:00,   5.58,   1.97,  91.9,  70.1,  -2.4
2023-02-27 07:23:00,   5.34,   2.03,  92.6,  72.4,  -2.4
2023-02-27 07:24:00,   5.36,   2.00,  92.1,  73.5,  -2.4
2023-02-27 07:25:00,   5.34,   1.96,  91.6,  74.4,  -2.4
2023-02-27 07:26:00,   5.30,   2.16,  91.5,  75.7,  -2.4
2023-02-27 07:27:00,   5.40,   2.16,  88.6,  77.9,  -2.4
2023-02-27 07:28:00,   5.43,   2.28,  87.9,  78.4,  -2.4
2023-02-27 07:29:00,   5.38,   2.26,  87.2,  78.6,  -2.4
2023-02-27 07:30:00,   5.23,   1.99,  85.7,  81.0,  -2.4
2023-02-27 07:31:00,   5.08,   1.92,  85.4,  81.3,  -2.4
2023-02-27 07:32:00,   4.96,   2.27,  83.9,  81.2,  -2.4
2023-02-27 07:33:00,   4.93,   1.53,  81.6,  80.4,  -2.4
2023-02-27 07:34:00,   4.80,   1.52,  79.8,  79.4,  -2.4
2023-02-27 07:35:00,   4.78,   1.51,  77.8,  78.5,  -2.4
2023-02-27 07:36:00,   4.78,   1.50,  77.1,  78.1,  -2.4
2023-02-27 07:37:00,   5.10,   2.10,  74.1,  76.5,  -2.4
2023-02-27 07:38:00,   5.15,   2.13,  77.6,  75.5,  -2.4
2023-02-27 07:39:00,   5.21,   2.16,  79.4,  74.9,  -2.4
2023-02-27 07:40:00,   5.30,   2.18,  81.4,  74.1,  -1.0
2023-02-27 07:41:00,   5.30,   2.17,  82.3,  74.9,  -1.1
2023-02-27 07:42:00,   5.32,   2.14,  82.8,  75.4,  -0.4
2023-02-27 07:43:00,   5.43,   2.13,  83.3,  71.4,  -2.4
2023-02-27 07:44:00,   5.40,   2.08,  84.0,  69.0,  -2.1
2023-02-27 07:45:00,   5.38,   2.53,  83.8,  70.3,  -2.4
2023-02-27 07:46:00,   5.30,   1.58,  83.2,  69.4,  -2.4
2023-02-27 07:47:00,   5.10,   1.56,  81.7,  63.4,  -2.4
2023-02-27 07:48:00,   5.06,   1.54,  79.6,  62.6,  -1.0
2023-02-27 07:49:00,   5.06,   1.53,  78.2,  57.1,  -2.4
2023-02-27 07:50:00,   5.04,   1.53,  75.8,  47.7,  -2.4
2023-02-27 07:51:00,   5.40,   2.80,  73.4,  40.6,  -2.0
2023-02-27 07:52:00,   5.30,   2.14,  74.2,  36.2,  -1.8
2023-02-27 07:53:00,   5.40,   2.15,  75.8,  42.0,   2.3
2023-02-27 07:54:00,   5.53,   2.17,  82.5,  50.0,   2.5
2023-02-27 07:55:00,   5.58,   2.18,  84.6,  47.2,   3.0
2023-02-27 07:56:00,   5.55,   2.16,  85.7,  47.1,   0.2
2023-02-27 07:57:00,   5.41,   2.01,  86.2,  47.1,   0.6
2023-02-27 07:58:00,   5.08,   2.47,  85.8,  45.6,   0.2
2023-02-27 07:59:00,   5.10,   1.52,  84.4,  36.4,  -0.2
2023-02-27 08:00:00,   4.93,   1.53,  83.3,  31.3,  -1.3
2023-02-27 08:01:00,   4.93,   1.53,  81.2,  23.7,  -1.2
2023-02-27 08:02:00,   4.93,   1.52,  78.8,  19.3,  -2.1
2023-02-27 08:03:00,   4.93,   1.51,  78.0,  18.5,  -2.4
2023-02-27 08:04:00,   4.93,   1.50,  74.1,  17.7,  -2.4
2023-02-27 08:05:00,   5.51,   2.59,  71.8,  16.6,  -2.4
2023-02-27 08:06:00,   5.13,   2.12,  71.6,  16.3,  -2.4
2023-02-27 08:07:00,   5.25,   2.11,  77.9,  16.0,  -2.4
2023-02-27 08:08:00,   5.41,   2.16,  81.3,  16.0,  -2.4
2023-02-27 08:09:00,   5.47,   2.10,  83.8,  17.1,  -2.4
2023-02-27 08:10:00,   5.47,   2.11,  85.4,  19.8,  -2.4
2023-02-27 08:11:00,   5.47,   1.98,  86.4,  24.9,  -2.4
2023-02-27 08:12:00,   5.47,   2.06,  86.3,  27.5,  -2.4
2023-02-27 08:13:00,   5.41,   1.60,  85.7,  29.2,  -2.4
2023-02-27 08:14:00,   5.10,   1.65,  84.2,  32.0,  -2.4
2023-02-27 08:15:00,   5.08,   1.63,  82.2,  33.1,  -2.4
2023-02-27 08:16:00,   5.06,   1.63,  80.5,  33.7,  -2.4
2023-02-27 08:17:00,   5.06,   1.62,  77.5,  39.7,  -2.4
2023-02-27 08:18:00,   5.00,   1.89,  75.0,  57.1,  -1.8
2023-02-27 08:19:00,   5.43,   1.95,  72.8,  65.6,  -2.4
2023-02-27 08:20:00,   5.43,   2.05,  76.7,  60.4,  -2.4
2023-02-27 08:21:00,   5.49,   2.07,  83.8,  59.0,  -2.4
2023-02-27 08:22:00,   5.55,   2.08,  87.8,  59.1,  -2.4
2023-02-27 08:23:00,   5.55,   2.08,  88.6,  59.8,  -2.3
2023-02-27 08:24:00,   5.47,   2.04,  90.0,  75.1,  -1.9
2023-02-27 08:25:00,   5.47,   2.01,  90.1,  77.6,  -1.3
2023-02-27 08:26:00,   5.06,   2.56,  89.6,  76.2,   0.3
2023-02-27 08:27:00,   4.98,   1.71,  87.2,  54.1,   0.1
2023-02-27 08:28:00,   4.91,   2.19,  85.5,  35.0,  -0.1
2023-02-27 08:29:00,   4.93,   2.17,  83.4,  23.9,   0.1
2023-02-27 08:30:00,   4.93,   2.17,  81.1,  19.5,  -0.8
2023-02-27 08:31:00,   4.93,   2.15,  79.4,  18.1,  -1.1
2023-02-27 08:32:00,   5.32,   1.86,  76.7,  16.9,  -1.1
2023-02-27 08:33:00,   5.28,   2.11,  76.2,  22.5,  -0.5
2023-02-27 08:34:00,   5.38,   2.16,  79.6,  45.8,  -0.6
2023-02-27 08:35:00,   5.41,   2.16,  82.6,  52.2,  -0.5
2023-02-27 08:36:00,   5.47,   2.16,  84.6,  53.2,  -0.2
2023-02-27 08:37:00,   5.45,   2.13,  85.9,  56.1,   0.9
2023-02-27 08:38:00,   5.41,   2.01,  86.8,  56.0,  -0.1
2023-02-27 08:39:00,   5.32,   1.89,  87.4,  53.6,   1.0
2023-02-27 08:40:00,   5.11,   2.25,  87.4,  50.2,  -0.6
2023-02-27 08:41:00,   5.06,   1.71,  83.2,  35.2,  -1.0
2023-02-27 08:42:00,   4.98,   1.70,  81.7,  30.8,  -0.3
2023-02-27 08:43:00,   5.00,   1.69,  80.3,  24.8,  -0.9
2023-02-27 08:44:00,   5.00,   1.68,  77.6,  19.3,  -0.5
2023-02-27 08:45:00,   4.98,   2.40,  75.3,  17.6,  -0.9
2023-02-27 08:46:00,   5.36,   2.01,  74.0,  17.6,   2.3
2023-02-27 08:47:00,   5.34,   2.05,  79.2,  39.0,  -0.4
2023-02-27 08:48:00,   5.49,   2.09,  84.0,  48.3,   0.5
2023-02-27 08:49:00,   5.58,   2.26,  87.1,  53.2,   0.8
2023-02-27 08:50:00,   5.70,   2.46,  87.6,  53.7,   0.7
2023-02-27 08:51:00,   5.58,   2.28,  86.4,  66.2,   1.4
2023-02-27 08:52:00,   5.45,   1.92,  86.4,  68.1,  -0.8
2023-02-27 08:53:00,   5.25,   2.37,  86.6,  66.4,  -0.9
2023-02-27 08:54:00,   5.04,   1.73,  78.6,  44.9,  -0.9
2023-02-27 08:55:00,   5.06,   1.73,  75.8,  30.9,  -2.4
2023-02-27 08:56:00,   5.06,   2.62,  73.8,  25.9,  -2.4
2023-02-27 08:57:00,   5.77,   2.31,  73.7,  22.7,  -1.8
2023-02-27 08:58:00,   5.79,   2.43,  80.4,  24.0,  -2.4
2023-02-27 08:59:00,   5.77,   2.41,  81.8,  43.1,  -2.3
2023-02-27 09:00:00,   5.77,   2.35,  82.3,  49.2,  -2.4
2023-02-27 09:01:00,   5.86,   2.28,  85.8,  59.8,  -2.4
2023-02-27 09:02:00,   5.79,   2.11,  87.7,  67.0,  -2.4
2023-02-27 09:03:00,   5.60,   2.03,  88.6,  72.2,  -2.2
