Time,MTìfèoà≥óÕ,LTìfèoà≥óÕ,MTìfèoâ∑ìx,â∑êÖéÊèoâ∑ìx,â∑êÖó¨ó 
2023-03-03 15:00:00,   5.11,   1.76,  77.6,  54.5,  -2.4
2023-03-03 15:01:00,   5.08,   1.75,  75.6,  43.0,  -2.4
2023-03-03 15:02:00,   5.10,   1.74,  74.5,  38.5,  -2.4
2023-03-03 15:03:00,   5.10,   1.74,  74.0,  36.9,  -1.5
2023-03-03 15:04:00,   5.10,   3.03,  71.1,  25.0,  -2.1
2023-03-03 15:05:00,   5.41,   2.09,  72.0,  21.5,  -2.4
2023-03-03 15:06:00,   5.43,   2.30,  76.8,  22.9,  -2.4
2023-03-03 15:07:00,   5.53,   2.34,  83.7,  46.4,  -2.4
2023-03-03 15:08:00,   5.51,   2.35,  85.6,  54.5,  -2.4
2023-03-03 15:09:00,   5.43,   2.28,  86.0,  58.5,  -2.4
2023-03-03 15:10:00,   5.40,   2.19,  86.0,  62.6,  -2.4
2023-03-03 15:11:00,   5.30,   2.00,  86.1,  65.7,  -2.4
2023-03-03 15:12:00,   5.41,   1.86,  85.6,  69.7,  -2.4
2023-03-03 15:13:00,   5.43,   1.68,  85.2,  71.2,  -2.4
2023-03-03 15:14:00,   5.00,   1.86,  83.9,  76.1,  -2.4
2023-03-03 15:15:00,   5.00,   1.85,  82.1,  75.0,  -2.4
2023-03-03 15:16:00,   5.00,   1.84,  80.8,  73.5,  -2.3
2023-03-03 15:17:00,   4.98,   1.83,  78.2,  60.5,  -2.4
2023-03-03 15:18:00,   4.98,   1.82,  76.3,  52.1,  -2.4
2023-03-03 15:19:00,   4.98,   1.81,  74.4,  41.4,  -0.9
2023-03-03 15:20:00,   5.00,   1.80,  72.7,  32.6,  -2.4
2023-03-03 15:21:00,   5.00,   2.36,  71.0,  26.6,  -1.1
2023-03-03 15:22:00,   5.49,   2.04,  70.6,  20.8,  -0.8
2023-03-03 15:23:00,   5.53,   2.04,  72.4,  23.2,  -0.1
2023-03-03 15:24:00,   5.49,   2.10,  83.6,  51.9,  -0.5
2023-03-03 15:25:00,   5.53,   2.10,  87.6,  60.8,  -0.4
2023-03-03 15:26:00,   5.56,   2.04,  89.3,  63.9,  -1.2
2023-03-03 15:27:00,   5.51,   2.10,  92.2,  69.6,  -1.0
2023-03-03 15:28:00,   5.58,   2.06,  92.8,  68.7,  -0.9
2023-03-03 15:29:00,   5.21,   1.90,  92.8,  61.8,   0.4
2023-03-03 15:30:00,   5.13,   1.93,  91.4,  44.8,  -2.4
2023-03-03 15:31:00,   5.77,   1.60,  89.1,  29.6,  -1.0
2023-03-03 15:32:00,   5.06,   1.55,  87.7,  36.6,   1.1
2023-03-03 15:33:00,   5.06,   1.55,  87.3,  32.8,  -2.4
2023-03-03 15:34:00,   5.08,   1.55,  84.3,  22.4,  -1.5
2023-03-03 15:35:00,   5.08,   1.54,  82.4,  19.7,  -2.3
2023-03-03 15:36:00,   5.08,   1.54,  80.9,  18.8,  -1.7
2023-03-03 15:37:00,   5.08,   1.53,  78.4,  17.9,  -2.4
2023-03-03 15:38:00,   5.13,   2.12,  76.5,  17.6,  -2.4
2023-03-03 15:39:00,   5.60,   2.04,  78.1,  17.4,  -2.4
2023-03-03 15:40:00,   5.56,   2.02,  84.9,  23.5,  -2.4
2023-03-03 15:41:00,   5.55,   2.07,  89.9,  36.6,  -2.4
2023-03-03 15:42:00,   5.58,   2.06,  92.8,  46.5,  -2.4
2023-03-03 15:43:00,   5.58,   1.98,  93.4,  55.1,  -2.4
2023-03-03 15:44:00,   5.51,   2.05,  95.2,  64.7,  -2.4
2023-03-03 15:45:00,   5.41,   2.01,  95.2,  69.8,  -2.4
2023-03-03 15:46:00,   5.53,   1.92,  94.1,  73.7,  -2.4
2023-03-03 15:47:00,   5.19,   1.92,  92.5,  75.6,  -2.4
2023-03-03 15:48:00,   5.08,   1.90,  90.6,  76.1,  -2.4
2023-03-03 15:49:00,   5.08,   1.89,  88.4,  75.7,  -2.4
2023-03-03 15:50:00,   5.08,   1.89,  87.5,  76.4,  -1.5
2023-03-03 15:51:00,   5.06,   1.88,  83.8,  77.8,  -2.4
2023-03-03 15:52:00,   5.06,   1.87,  81.6,  76.6,  -2.3
2023-03-03 15:53:00,   5.04,   1.86,  80.1,  70.8,  -1.1
2023-03-03 15:54:00,   5.08,   3.07,  77.6,  42.6,  -1.5
2023-03-03 15:55:00,   5.28,   2.36,  77.4,  32.1,  -2.4
2023-03-03 15:56:00,   5.53,   2.28,  81.5,  47.3,  -2.4
2023-03-03 15:57:00,   5.60,   2.29,  85.7,  58.5,  -2.4
2023-03-03 15:58:00,   5.60,   2.25,  88.6,  66.2,  -0.3
2023-03-03 15:59:00,   5.55,   2.18,  90.0,  72.1,  -2.4
2023-03-03 16:00:00,   5.55,   2.13,  90.5,  72.2,  -0.3
2023-03-03 16:01:00,   5.15,   2.52,  91.9,  75.6,  -2.0
2023-03-03 16:02:00,   5.47,   1.60,  89.5,  72.0,  -2.4
2023-03-03 16:03:00,   5.11,   2.13,  88.3,  68.5,  -1.2
2023-03-03 16:04:00,   5.02,   2.23,  85.7,  55.8,  -0.3
2023-03-03 16:05:00,   5.04,   2.22,  83.7,  39.0,  -2.4
2023-03-03 16:06:00,   5.04,   2.21,  81.7,  28.9,  -2.3
2023-03-03 16:07:00,   5.06,   2.20,  79.7,  22.6,  -1.0
2023-03-03 16:08:00,   5.06,   2.19,  77.8,  19.6,  -2.4
2023-03-03 16:09:00,   5.06,   2.19,  75.8,  18.5,  -2.4
2023-03-03 16:10:00,   5.08,   2.18,  75.1,  18.2,  -2.4
2023-03-03 16:11:00,   5.38,   1.41,  73.1,  17.5,  -2.0
2023-03-03 16:12:00,   5.06,   1.43,  74.5,  18.7,  -0.6
2023-03-03 16:13:00,   5.06,   2.97,  74.1,  23.0,  -1.3
2023-03-03 16:14:00,   5.10,   2.19,  77.5,  24.7,  -2.4
2023-03-03 16:15:00,   5.19,   2.68,  78.6,  26.0,  -0.3
2023-03-03 16:16:00,   5.08,   1.17,  79.2,  42.8,   0.1
2023-03-03 16:17:00,   5.06,   1.17,  78.7,  32.0,   0.9
2023-03-03 16:18:00,   5.06,   1.17,  77.2,  21.7,   1.7
2023-03-03 16:19:00,   5.06,   1.17,  75.3,  18.5,   0.0
2023-03-03 16:20:00,   5.08,   1.17,  74.7,  18.0,  -1.3
2023-03-03 16:21:00,   5.08,   1.17,  71.1,  17.1,  -1.1
2023-03-03 16:22:00,   5.08,   1.17,  67.8,  16.8,  -1.2
2023-03-03 16:23:00,   5.08,   1.16,  65.0,  16.7,  -2.4
2023-03-03 16:24:00,   5.10,   1.16,  58.9,  16.7,  -2.4
2023-03-03 16:25:00,   5.10,   1.15,  55.7,  16.6,  -2.4
2023-03-03 16:26:00,   5.10,   1.14,  51.3,  16.6,  -2.4
2023-03-03 16:27:00,   5.10,   1.14,  49.9,  16.6,  -2.4
2023-03-03 16:28:00,   5.10,   1.14,  44.2,  16.6,  -2.0
